comment,label
3malt 3amla ken el flouss aki 3titha ll mehtajin khirlik ml kora,negatif
hamma w slim,neutre
ksar hlelllllllllllllll,neutre
mela kahba metsawer maaha heki hiyetek enty aayechha,negatif
ya rabi tinjah,positif
tjibha erjel mouch liflous,positif
mouti bgalbek,negatif
3mil haka min 9bal ama taw y7asan fi rou7e,positif
M3allem siwa fel mezwed walla fi inchad dini,positif
kolna hzena walah,neutre
raja3 montassar louhichi w ye5dém 3lé rou7ou testanech l juin bech traj3ou w b9odret rabi léfri9i tarja3 mazel coupe mafétna chéy,neutre
rak massét rak lassét rak sel3a kal4a salem mr,negatif
ahna ma3k ya si slim tounes el kil ma3k a part ennes eli mayhebouch el khir el tounes,positif
hhh ala ases cherifa bent charfeddine weld elfadel,negatif
max signale brabi rahi tounes tnaket,negatif
hab y3amal kel be3zizi ya5i manajamch nchalla lmarra jaya,negatif
walhi heda el koul et3ada a3lina w rabi yechfi koul mrid,positif
hhhhhhh fama 3bed yetmanou ykawrou lel psg y fama jam3iyet kbar fil 3alem kima latletico y4irha yetmanou ykawrou le taraji hhhhhh,positif
brabi a3lech ta3mel fina haka ech 3amloulek le mle3beya bech eda5alhom eb3adhom wallahi 3ib ou mayjich eli 9a3ed ta3mel fih wet9oul fih nchalla emba3ed me tendemchi,negatif
hhhhhhh walah ekleb,negatif
à la yarhmik,positif
rabi yfarej,positif
min arwa3 ilbaramej,positif
machi mouhim min ay balad nta lmouhim kitesma3 loghniya katkhayel bladek wana maghrabiya kanmout 3la had loghniya,positif
ah ya slouma ya zantour n5afou la zwiten triglou w ba3d ywali 3la melek elibiya w yog3ed rhina lin traj3 flous wled elghadhafi,negatif
bravo sabhy wasel,positif
M7lehom l5wet m3a b3thhom,positif
yeser tayara el fekra bravo,positif
raja3 louhichii w nadhef lidaraa,neutre
allah el mosta3an,positif
rani manfhem chey nstana f hada we 3tina,neutre
raja3 djabou e9bal maymchi letarachi,neutre
9taltna ken bel bas welkedheb mta3ek,negatif
y a baba khir mil bajbouj howa wala 3la rassou richa,negatif
Ha9e maset maset wa ma3jabniche,negatif
5amja sa9ta r5issa 3afna nadhla 7othella tfoouuh 3leha mete7chemch,negatif
si hadi tari9a jdid lil voyage,neutre
okhti hadi kalamni j ai un casque asli jdid nbeddelouh maa9a,neutre
audekk mabrouk,positif
sant com chaab lahasss et jahel,negatif
bsara7a said mta3 9bal 5ir pub akthr mn kol chay ama 5dma ta7founa montage,negatif
jenjoon la sbahhhhh,positif
dawla féssda w mas2ouliin féssdiiin,negatif
3saaaaaaaaaaaab pfffffffffff,negatif
wlhi hlouwa keep going man,positif
mahednech avant centre shih,negatif
mala bled mafia rabi m3ak sloma,negatif
kol 3am wenta ballllf 5iiir,positif
7assan cha7atta ya slim,negatif
ماحلاك مياقا,positif
inchalla twajh mta3 hizbik ikoun fi mnata9 da5lya bon chance na ka clubiste ma3k,positif
chalbi houssem 5oya lbhii hadhiika oumouri w asln ntouma lpublique tonsii ma tchaj3ou 7aad w ma thebouch chkon yousel law ken jii we7d 5aliiji wala machour raahi lfariina b zayed fi beli klemi s7iih m3a kool ihtiramti,negatif
dhaherli djabou sa7a7 3la termet slim,negatif
ye tahana gutlkom mehedch tjibu liwled sghar litelwsa rakom bech tfessduhom letrebeh din weldikom ye ihlem lhar tfuhhhhh hlikom wehed w wehed,negatif
el 7ob el 7ob 7keyet el 7ob,neutre
houf faha bida,neutre
مسلسل ممتاز روعه,positif
nchallah kol am wenti bkir si slim,positif
la 9bel konet tsefer m3ahom,neutre
nfedlik 3lik na3ref,neutre
yseme7 yhdiik rabii wfe lmoslsel raw,positif
rana el bara nestanew ya si slum riahi barti soussa,positif
raja3_bel 3id,neutre
slim riya7i tla3 ya7chi fihh,negatif
ena manjewibch el 7awyin,negatif
اكبر طحانة,negatif
manal pitch,negatif
akiiiid hetha men ahl 9oryech,negatif
wow attirante chère amie je t adore meriem,positif
enta bhy wnthif rabi m3ak,positif
houf faha bida,neutre
hh lbouselmya tardouh wswahlya tardouh wmazel mazel,neutre
Rabi m3ek,positif
emm ma 9assartouch o93od mechi jey enti w jme3tek t9oul ma 3andek ma ta3mel fi tounes,negatif
a5tana mel sardina hat doussi lemkach5a,negatif
chedouha intouma dawlla,positif
brabbi chnawa les projets elli yenwi ya3malhom fi tunisie,positif
heureusement radoulo el i3tibar,positif
hhhhh bravoo,positif
ala maw houwa fdha77ha fdha77ha chbih ma9alech 7ab yched letoile w css,negatif
hana elkol n3anou t9abel esebsi w mat9abelech weli,negatif
slimna rja3 wslimkom tifja3,neutre
oui m3alem wasel,positif
allhi yarhmou,positif
ghneya ta3 virage mch rap,positif
ca ya dawla ya sidi raw slim riahi gal hetha taw ya5rou fih hak etar7a nabara x,positif
si slim rani nesm3 bih besem akber ji3an oumekrech ye5li bitou mala mokrech haja o5ra cha3b el5aliya dima m3ak ourabi inajhek winajeh ca,positif
alahhhhh yjazikyamaalm,positif
wallah anti insana 3adya jamalak zay jamal aÿ bint 3arbya khti raki damrti roh,negatif
bruh el vid trend fel gaming achfama,positif
2 01 mch zahrouni adhyka,neutre
3idek mabrouk wel fehem yefhem,positif
bonjour ya m3allem ya m3athebhom,positif
lezem arrière y3awdhelna l hamza ye slouma,neutre
raja3 djabo svp,neutre
nist5ayelha chada baco rayeb,neutre
بالله بيه ما عااش تجيبوهاا تي زح تتمعجن وهي قد امي من أكثر الناس لتتصنع في طبيعتها,negatif
nfedlik 3lik tafahna 3la 7aja jdid fi al3alam,neutre
ltaw mafhemet kifech enti tbib 7aja maysade9hech la39al,negatif
blahi sakr foumk,negatif
chwrebk t9ole 3ajla mtaa beskla m7rou9a b nar,negatif
flousik ma tothmorch ya riahi w finallement ya bech nhezou boutoula ya bel thin mte3ik thezzha equipe o5ra ama bel nul hetha ta5ra fih rak,negatif
اعوذ بالله منك يا حقيرة انا ما نعرفكش و ياريتني ما عرفتك تحكي على اساس انك مبدعة و تتكلم على لسان المراة التونسية ماتشرفناش لا كامراة،و لا كمبدعة انت عار على تونس الله يسترنا الاندلسي قال الحق و هذاك المبدع بالفعل و مثقف اما انت مسكينة,negatif
mo7ami elli yet3addo 3al atfel jinseyen w mazel ewari f wajho f bled akthir koffer akel chay yenta7er mouch enid wajho,negatif
Tbarkalah 3leha ta3jebni bent semi,positif
7ram alikom awka lyoum mnych re9da ken ln3rf chno el tatwort mta awled mofida zama bch i3rso y rabi,positif
الشيخ الرهدان,negatif
slim rabi m3ak,neutre
ya oustatha ya3ni ouskot 3ala alhak wa 3ich hayetik irdhi innes wa matirdhich allah hata fi kelmet hak rabi fi elwoujoud youmhol wa la youhmoul,negatif
bara rabi yonsrek w wrabi ywaf9ek w vive ca,positif
maaset yé5ou fi flous zéyéd famma barcha athmer ménnou 3lé hakka pff téféh barcha,negatif
malhota 9a7ba zayed,negatif
mla 9a7ba 7atinha fi tlvza,negatif
hedhi heya touns mouch jeybinou melbara kolwe7d 7or ynajm maytfarajch a7na mana z3am 3ad fi bih wa3lih,negatif
titre yetsma3 fi 2050,positif
kont bech ninta5bik raiss kifek ki jme3a wled lmosta3mer,negatif
فنانة ياسر لاهية بروحها آناقة ورشاقة ومتفائلة وطموحة جداا أتمنى من بعض الفنانات الاتي يعشن في إهمال فني وذاتي ونفسي أن يقتدين بهاته الفنانة التي شدت إعجاب الملايين من داخل تونس وخارجها بالتوفيق إن شاء الله,positif
khsfiha le clipe kane mia khlifa ta3ml buzzz in9ch3e y a ma5lou9e,negatif
hhhhhhhhhh mala blet winou 3alouuuuch,negatif
seddiki capitano choo béch léhyy,neutre
إمرأة بألف رجل،،كم أنتي كبيرة يا بنت الخضراء,positif
inchalah lapas,neutre
nechallh yerba7 fi inta5bet,positif
damn lit,positif
ou ken khdemt m3eh hal ghonneya rani ba3d nharin mchit nta7ert,negatif
hezz l9offa link tachba3 mch bch yenta5bouk rahou ye slim gaddefi,negatif
brabbi sayeb choya araneb men 3andek khalli ecchabe yetfarjad,positif
kol 3am w enti b alf 5er w sa7a,positif
منيش شايف في برنامج Sabbou7i,neutre
Bravo taoufik,positif
el temps fi tounes 7lil 2ljoj,neutre
لمعلم يتكلم,positif
رجل الحلقة برافو وليد,positif
Mahlah ya3jibni barch,positif
Ya Amine Ken jit inti ki tefah ech tkoun _x00D_,negatif
wtf se3a tayah w thabt fi 9adrk ya mi,negatif
svp 7kitou 3la kol chay illa al intidabet svp nja7na fi concour el 9aymin w 3morna fou9 40 ans svp rahi woslit li top et merci,negatif
برشا ضحك روعة,positif
la a7na n7ebbo messi w cristiano ronaldo hhhhghghhhhhhg gallo l3am ejjéy malla zanatiiiiir t3allam men lm3llam lmeddeb hhh,negatif
شنوا توقعات الطقس для الأيام القادمة ,neutre
bravooo e5dem ala rou7ek,positif
bilehi 3lch les commentaires haka kol we7id 7or f rou7o bino bin rabi ili 5al9o saybo 5al9 lil 5ali9,negatif
كان حكيت على أسباب الفقر و الأرهاب ولقيتول الحل خير,negatif
ssayeb 3lik mechleyek tala3oulna dam amess ko souissi nafti ifa ab3eth lekleb lech3anbi wela ghaza,negatif
lazém tasma3 lemla3bia 9bal,neutre
sara enti kif 5aled klubstienne,neutre
tounes vs aljeria fjaye match,neutre
kolna fil 9asba demain,neutre
mn 9bal basas btbi3tk,negatif
tha3louba majet chy 3amla fiha 9afza,negatif
achnouwa jay ya3mal kan tawa tafakar gebili ou douz,negatif
ماسط لاسط الشيب و العيب,negatif
مافهمتش شني يعني,neutre
ennes tal3eb fi champions leauge wintoum ougou3dou tthamnou m3amourou wm3a elkoni welme3bi mte3 filistine hhhhhhhhhhhhh,negatif
allah yarhmou sobhana allah echabeh kabir rabi iouafak raisna likhaer tounes,positif
top du top wallah,positif
مانجمو كان نقلولو برافو وليد,positif
3ib wallah tafd7ou fel nes haka malla moustawayet,negatif
wakher ltéli 300 km bech yaayet ala zebi wehed maaked yaatikom aasba kad ma fama rmal f sahra,negatif
betawfik lik si slim,positif
slim bch y9raj 3la youtube,neutre
dhahara ellh9 woi zaha9a élévation,negatif
bajbouj w marzouki amlouhom karakouz wa9tha nÃ©s kol chay5a n wa9ft 3la kais nÃ©s kol kif kif nnifa9,negatif
كلهم بهايم وثقافتهم محدودة حتى في دينهم ربي قال إذا الشمس كورت موش الأرض يا أحمد كافون,negatif
ba3dek zayed,positif
ljamahir ltahkii aleha tay7tlk 9adrek w 3lga4efi w zid ntyyyy chmd5lkkk bjam3ia jomhour hwa lyo7kmm dégage nty w lmortaz9a mte3k,negatif
كيفاش نحصل على قائمة الصيدليات المناوبة في تونس  ,neutre
si slim bellehi s7i7 lefri9i twaslet l2ettife9 m3a chareket fly emirates,neutre
bravoooooooooooooo love u guys,positif
peine perdue slim,negatif
rajel sid errajala,positif
kaysa3id el matbakh el yom,neutre
ya rab nchalla tsir l opération w tanjah w ya rab 9aderna ala enou nkarmou waldina w nfarhouhem ya rab,positif
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 5otwet lerb3a bech tal9ou ken lereb3a hhh,neutre
ya benti mekich tombehom el kol fel habs fel lekher,positif
9adé couple bergé belehi madhebya 3ala 2 berge haka,positif
c a fi kalbi,positif
haya jdida mes3di rgui3i ben ayoub haj masoud dégage ali laabed ben masoud bingui hadhria hamemi mazo boucher club africain,negatif
beach haka ye nari 3le tounes ye nari,negatif
top top i like this,positif
kana ab9iit taweel 7ayteek fi 7abees raaw 3ala a9aal ray7tena maneek,negatif
big love nidhal zain ma7lak,positif
fare5 chkoun houwa,negatif
rabbi yichfuh,positif
dima m3ak slim ria7i weta7ana elli ta7ki ken t9olo 3andek abonment taw ysaker sabour om fomo nsew elmechekel 9bel mte3 leflous,positif
ma8er matkasser rassk m3ahoum hathouma ness jahlin makci m3aya rak thedi 0 education scientifique et morale on ne trouve pas parmis eux les ingenieurs les medecins ou les bien eduques,negatif
9oulen fare5 eshkoun 3afat,negatif
choft kifeh 3bed thay3e wye7kio f klem moch fehmino,positif
tout simplemt noueb ma3andhom principe hezhom ettma3 ti men wjouhom tefhem kol chay la7essa,negatif
kol chay kateb zayed lhdit,neutre
eli i7eb mamadou iji lel page,positif
tmanit ken 5arej album haka amazing prod,positif
mabrouk 3lik w 3ala tounes lkol,positif
lmkach5a 3amla nul m3a lmarsa w né9sa zouz él marsa hhh mala fthaya7,negatif
si sliml ken ta3mel 9anet ikoun ajzea lel club africain te3mel teb3ine el kora w joza te3mel baramej o5ra w tkoun 5alya me siasa,positif
يا غبي يا غبي,negatif
elf mabrouk allah maak ou chaab maak,positif
Mahlekom Brjouliya,positif
rabi im3ak klay,positif
chnia 7keyat enramo ya si slim,positif
aya si slim wa9teh ta3tina chnou chta3mil wijoueret,positif
mata3refech illi ettahana mta3 chiboub mezalo awfia,negatif
masset barcha,negatif
al9ita2 3an tounis vs france,neutre
kn ta3mal mziya 5arej saif jaziri w saif t9a mn ijam3iya,neutre
n oubliez pas ca,positif
kif wjhm lotfi 3ando l7e9 mast barcha mush tfdlik heda,negatif
oui ness koll ta3rif billi héthi mou2amra w 7amlit tachwih lislim ryé7i w fé9it billa3ba milli bdé lbarnémij w bil3aks zédou fath7ou rwé7hom w 9awét cha3biyit slim ryé7i akthir min 9bal,negatif
waktech tahbet hethi,neutre
brabi tarred 3lina karl kassdaoui ya3koubi lzzzzzzzzzzzzz,negatif
touness kolha m3ak betawfik enchalleh,positif
enchallah maybaddlikech el koursi ya si el marzouki,negatif
hhh 30milar m3adech yewaslou hhh,neutre
mo7tarma,positif
koll am winti balf khir a vous et ta famille et tout les clubistes,positif
nik omek ya slim thabthoub,negatif
wahna chmda5ena,neutre
la belle rose,positif
rabi iwafkik w twali president ktalna el fakir wil btala wizyadat inti ma challah chib3an wilid 3iz ki to7kom ma nitsawrikich kif lohrin tama3in izidou ibarkouna w i7otou fi jyabhom el mara jaya soti fil intihabat lik ani w rajli inchalah,positif
paget lefri9i dima las9in feha loibech mel lemfach5in wesardina telhoi fi pagatkom 5ir viva ca,negatif
brabi ya si slim asma3 vidieo,positif
dommage ya slayyem,negatif
kol aam ouenti bkhir,positif
saieb rajel yekdem la ah alikom,neutre
o sel3a el 9dima bech t5aliha walla bech tlawa7ha,negatif
nesma holly wood production by tarek ben amar tounis wekilha char whouwa ilawij bech ijib angelina jolie,negatif
nounou weld bouh,negatif
bassem mehri weld el jam3iya ama mouch howa el aham en5alliw el 9arar fi yed el président howa elli ya3ref ech yesla7 ken el mehri mayetfahemech m3a kouki ou hidoussi yo5rej howa 5ir melli enbadlou kouki é hidoussi chwaya rzana svp,positif
wa9tech lyoum,neutre
rabi m3ak w y dhaher el7a9,positif
hhh ech 9al,neutre
raj3élna sallemii,neutre
هي محلاها تعجبني اما لواه بدلت عينيها ولات تقول مصاص دماء ربي يعفو,positif
sayabha lclub hlektha jam3iya z3im ken fi lkhedb ken mekch newi to5roj n3admoulik 7yetik fechil enta,negatif
أنتم شعب جاهل فكيف تحكمون على أحمد الرحموني و تعملون له ألف حساب تي هو أحمد الرحموني واحد ميبون ديوث من أكبر الطحانة و النياكة هو من القصرين تفووه عليه,negatif
rabbi m3ana nchallah,positif
ratta7etna men hak el zouz rahdana nawfel w moez w inchallah tjib m3ak des vrais journalistes et surtout samir el wafi,positif
ah toujours en train de chercher slim riehi,positif
merci beaucoup saber,positif
Machaallah ya3tihaa allf sa7a 3,positif
Pff maja chey lmosalsell,negatif
bravo yassine,positif
ana inta bethet me3dech 3endi fik ithe9 te7ki 3la rijel i3mel winta nesi ro7ek chouf 7emdi ilmedeb ana kloubsti fi idema w 7emdi ilmedeb im3elem 5trou i7eb itarji w inta sem7ni 3emrek mekont it7eb loukloub ok ijem3iya fou9 ines kol chekren irye7i 7etamteha ijem3iya thema rabi,negatif
فنان بكل ما في الكلمة من معنى رجولتك و مواقفك تحكي عليك نحترمك برشا و كل ما نراك نقول مازال الخير في الدنيا و في هلبلاد اللي الدين اصبح فيها تافه و حاجة ثانوية و على فكرة محلا ضحكتو,positif
sid zokomek w zok omo el 9a7ba,negatif
vraiment grand respect a vous félicitation dima wydad,positif
7kéya jamais né9bél n discuti féha,negatif
alayhi afdal esalet wa salem,positif
nhbk ya klay ya sahbi,positif
7na 5odna concert f tounes,neutre
walah wken tab9o 3am t7ethrou la t9imelkom 9aima,negatif
3lech matkounech inti president ya slouma,positif
لعنة الله على اعلام العار ياشلايك هاكا مستواكم يابهايم,negatif
rabbi m3ak w a7na bkolna m3ak w taraji rachwa 9alouha ness bekri,positif
tfoh 3lik enes el kol f park 1 nhar la7ad e14 00,negatif
nice ass,positif
hhhhhhhhhhhhhh ess,neutre
hhhhhh sel3a,positif
île eseyd slim ryehi tchof hak jwer élu yel9b fi sokra wek9b kontr eterji,neutre
viva la tunisienne abou dounia tahya tounes,positif
yaa m3alem,positif
seif gadafi jay l tunis,neutre
7echithoulou bchy7e,negatif
ay wnenta5bou l9arwi 3lech brabi el sayed cheded l7abss hedha bech n2amnouh 3la bledna w mas2eltouch 7ata mara 3la barnemjou nhar kol teklachiw f 9ayss brabi yezina,negatif
zahrouni 7ay 3mara 7oumani,neutre
بالدموع برافو,positif
ezabb a7na fi 5 min iw solna 1000 com w houma fi 4 jour fi 20 com mala nes ya nari a3likom,negatif
nik omm el weli ta7ya wled 3ayar,negatif
ممثل كبير برشا ومن اكثر الممثلين الي يضحكوني واصل جعفور,positif
bon compleanno,positif
M3lm,positif
lè chokra 3ala wèjib,positif
tu balaies la tweetosphère tunisienne et tu vois que le malheur de la tunisie vient de kaïs saied et nahda kaïs aus,negatif
el service taa el paypal kayn fi tunis  ,neutre
aw lenna,positif
rbehna letoil basqet hond titre hazenah fi tounis mouch fi soussa,neutre
ci slim itsarfina 3lech haka 17 wa7id mayod5olich match,positif
jawebna ya si slim chtou9sed beha jalsa 3ama,neutre
rabi ma3ek nechaleh,positif
hi wbe3ed ech himna t9arri weldek wella 7etta,negatif
ben ali khalaha alkasa melyana welbled fi khir,positif
fehem la3ba,positif
chnwa marque montre mta3k svp maryouma,neutre
bel ta2kid el tama3a el kol m3ak ta3raf tkawer si slim,positif
raw melle5er ya dnedek w serdina rakom ta5raw fih w boutoula beb jdid saba8in,negatif
a7la klay,positif
azi feat ala nafsha,neutre
قرودت بلڥيدار و الله,negatif
امسط منها ما فماش,negatif
fibrlik ki thajjim to5rij mil 3omra,negatif
kas7a klay,positif
